age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
48,Self-emp-not-inc,213140,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K,2304,10230720,192,0,0,1920,-1815980656,852560,0,0,8525600,16,0,0,160,0,0,0,0,0,1600,,,
41,Private,175674,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1681,7202634,410,0,0,1640,796583204,1756740,0,0,7026960,100,0,0,400,0,0,0,0,0,1600,,,
32,Private,204374,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,1024,6539968,288,0,0,1280,-1180941084,1839366,0,0,8174960,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
31,Local-gov,199368,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K,961,6180408,403,0,0,1550,1092893760,2591784,0,0,9968400,169,0,0,650,0,0,0,0,0,2500,,,
30,Private,308812,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,900,9264360,300,0,0,1800,875570832,3088120,0,0,18528720,100,0,0,600,0,0,0,0,0,3600,Never-married,47.35,41.81
50,Private,185354,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,2500,9267700,700,0,0,1750,-3633052,2594956,0,0,6487390,196,0,0,490,0,0,0,0,0,1225,Divorced,10.82,15.09
44,Self-emp-inc,138991,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1936,6115604,440,0,0,2200,2138628897,1389910,0,0,6949550,100,0,0,500,0,0,0,0,0,2500,,,
42,Private,195508,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,1764,8211336,294,0,0,1680,-431327600,1368556,0,0,7820320,49,0,0,280,0,0,0,0,0,1600,,,
34,Self-emp-not-inc,276221,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,1156,9391514,204,0,0,1360,-1011370487,1657326,0,0,11048840,36,0,0,240,0,0,0,0,0,1600,,,
33,Self-emp-not-inc,93930,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1089,3099690,297,0,0,1320,232910308,845370,0,0,3757200,81,0,0,360,0,0,0,0,0,1600,,,
30,?,104965,9th,5,Never-married,?,Not-in-family,White,Female,0,0,30,United-States,<=50K,900,3148950,150,0,0,900,-1867250663,524825,0,0,3148950,25,0,0,150,0,0,0,0,0,900,Never-married,47.35,41.81
33,Private,198660,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999,0,56,United-States,>50K,1089,6555780,297,3299967,0,1848,811089936,1787940,-1609035140,0,11124960,81,899991,0,504,1409865409,0,5599944,0,0,3136,,,
30,Private,98733,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K,900,2961990,300,0,0,600,1158270697,987330,0,0,1974660,100,0,0,200,0,0,0,0,0,400,Divorced,10.82,15.09
32,State-gov,104509,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,1024,3344288,288,0,0,800,-1962770807,940581,0,0,2612725,81,0,0,225,0,0,0,0,0,625,Divorced,10.82,15.09
33,Private,529104,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,1089,17460432,231,0,0,1650,778168576,3703728,0,0,26455200,49,0,0,350,0,0,0,0,0,2500,,,
46,Private,185847,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,54,United-States,<=50K,2116,8548962,414,0,0,2484,179369041,1672623,0,0,10035738,81,0,0,486,0,0,0,0,0,2916,Divorced,10.82,15.09
41,State-gov,197558,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,1681,8099878,533,0,0,1640,374457700,2568254,0,0,7902320,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
34,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1156,6040950,442,0,0,1870,1503634553,2309775,0,0,9772125,169,0,0,715,0,0,0,0,0,3025,,,
47,?,308242,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,2209,14487374,423,0,0,1880,523850052,2774178,0,0,12329680,81,0,0,360,0,0,0,0,0,1600,,,
43,Private,112607,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,1849,4842101,301,0,0,2580,-204565439,788249,0,0,6756420,49,0,0,420,0,0,0,0,0,3600,,,
46,Private,239439,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,2116,11014194,414,0,0,1840,1496459873,2154951,0,0,9577560,81,0,0,360,0,0,0,0,0,1600,,,
31,Private,147654,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,961,4577274,279,0,0,1240,326867236,1328886,0,0,5906160,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
30,Private,108247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,900,3247410,390,0,0,1200,-1167488879,1407211,0,0,4329880,169,0,0,520,0,0,0,0,0,1600,,,
32,?,293936,7th-8th,4,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,?,<=50K,1024,9405952,128,0,0,1280,499026176,1175744,0,0,11757440,16,0,0,160,0,0,0,0,0,1600,,,
42,Private,190179,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K,1764,7987518,546,4199958,0,1680,1808313673,2472327,1837840637,0,7607160,169,1299987,0,520,1409865409,0,3999960,0,0,1600,,,
47,Private,190139,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,2209,8936533,658,0,0,1880,1793100953,2661946,0,0,7605560,196,0,0,560,0,0,0,0,0,1600,,,
47,Self-emp-not-inc,162236,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,2209,7625092,611,0,0,1880,550715920,2109068,0,0,6489440,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
42,Private,136986,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1764,5753412,546,0,0,1680,1585295012,1780818,0,0,5479440,169,0,0,520,0,0,0,0,0,1600,,,
30,Private,185336,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K,900,5560080,300,0,0,1110,-10305472,1853360,0,0,6857432,100,0,0,370,0,0,0,0,0,1369,Divorced,10.82,15.09
49,?,558183,Assoc-voc,11,Married-spouse-absent,?,Unmarried,White,Female,0,0,40,United-States,<=50K,2401,27350967,539,0,0,1960,-1964351119,6140013,0,0,22327320,121,0,0,440,0,0,0,0,0,1600,,,
30,Private,232356,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,900,6970680,390,0,0,1200,-1845264112,3020628,0,0,9294240,169,0,0,520,0,0,0,0,0,1600,,,
44,?,91949,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K,1936,4045756,396,0,0,1760,-135315991,827541,0,0,3677960,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
48,Private,95661,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K,2304,4591728,480,0,0,2064,561092329,956610,0,0,4113423,100,0,0,430,0,0,0,0,0,1849,Never-married,47.35,41.81
46,Self-emp-not-inc,82572,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,2116,3798312,414,0,0,1840,-1771799408,743148,0,0,3302880,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
32,State-gov,171111,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,37,United-States,<=50K,1024,5475552,416,0,0,1184,-785796751,2224443,0,0,6331107,169,0,0,481,0,0,0,0,0,1369,Never-married,47.35,41.81
35,Private,225330,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1225,7886550,455,0,0,1400,-765998652,2929290,0,0,9013200,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
40,Private,117917,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K,1600,4716680,360,0,0,2000,1019517001,1061253,0,0,5895850,81,0,0,450,0,0,0,0,0,2500,,,
35,Private,96824,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,1225,3388840,350,0,0,1400,784952384,968240,0,0,3872960,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
42,Private,181265,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K,1764,7613130,462,0,0,2016,-1502738143,1993915,0,0,8700720,121,0,0,528,0,0,0,0,0,2304,,,
30,Private,197558,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,900,5926740,270,0,0,1200,374457700,1778022,0,0,7902320,81,0,0,360,0,0,0,0,0,1600,,,
47,Private,102583,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K,2209,4821401,423,0,0,1410,1933337297,923247,0,0,3077490,81,0,0,270,0,0,0,0,0,900,,,
36,Private,212433,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,1296,7647588,324,0,0,1440,-2116860767,1911897,0,0,8497320,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
31,Private,194055,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,961,6015705,279,0,0,1550,-997362639,1746495,0,0,9702750,81,0,0,450,0,0,0,0,0,2500,,,
35,Private,93034,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K,1225,3256190,315,0,0,1400,65390564,837306,0,0,3721360,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
34,Private,225548,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,<=50K,1156,7668632,442,0,0,1020,-667707248,2932124,0,0,6766440,169,0,0,390,0,0,0,0,0,900,,,
33,Federal-gov,137184,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K,1089,4527072,396,0,0,1650,1639580672,1646208,0,0,6859200,144,0,0,600,0,0,0,0,0,2500,Divorced,10.82,15.09
39,Private,30269,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,1521,1180491,429,0,0,1560,916212361,332959,0,0,1210760,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
37,Private,87076,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,1369,3221812,333,0,0,1480,-1007704816,783684,0,0,3483040,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
35,Local-gov,308945,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1225,10813075,315,0,0,1400,957732513,2780505,0,0,12357800,81,0,0,360,0,0,0,0,0,1600,,,
41,Private,193882,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,1681,7949162,533,0,0,1640,-1064475740,2520466,0,0,7755280,169,0,0,520,0,0,0,0,0,1600,,,
33,State-gov,73296,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,1831,0,40,United-States,<=50K,1089,2418768,297,60423,0,1320,1077336320,659664,134204976,0,2931840,81,16479,0,360,3352561,0,73240,0,0,1600,Never-married,47.35,41.81
44,Private,165346,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1936,7275224,616,0,0,1760,1569495940,2314844,0,0,6613840,196,0,0,560,0,0,0,0,0,1600,,,
38,Private,177154,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,1444,6731852,342,0,0,1520,1318768644,1594386,0,0,7086160,81,0,0,360,0,0,0,0,0,1600,,,
39,Private,119098,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1521,4644822,429,0,0,1560,1299431716,1310078,0,0,4763920,121,0,0,440,0,0,0,0,0,1600,,,
30,Private,312667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,900,9380010,270,0,0,1200,-1023594919,2814003,0,0,12506680,81,0,0,360,0,0,0,0,0,1600,,,
33,Federal-gov,331615,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K,1089,10943295,528,0,60984,1320,-1700641471,5305840,0,612824520,13264600,256,0,29568,640,0,0,0,3415104,73920,1600,,,
44,Private,110396,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,56,United-States,>50K,1936,4857424,616,619696,0,2464,-697625072,1545544,1554817264,0,6182176,196,197176,0,784,198359056,0,788704,0,0,3136,Never-married,47.35,41.81
31,Private,111567,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K,961,3458577,403,0,0,1240,-437706399,1450371,0,0,4462680,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
47,Self-emp-not-inc,236111,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,55,United-States,>50K,2209,11097217,470,0,0,2585,-86170527,2361110,0,0,12986105,100,0,0,550,0,0,0,0,0,3025,,,
42,Federal-gov,91468,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1764,3841656,378,0,0,1680,-223539568,823212,0,0,3658720,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
30,Private,149184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,900,4475520,390,0,0,1350,781029376,1939392,0,0,6713280,169,0,0,585,0,0,0,0,0,2025,,,
35,Local-gov,162651,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K,1225,5692785,455,0,0,1400,685544025,2114463,0,0,6506040,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
42,Private,175133,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,1764,7355586,420,0,0,1680,606796617,1751330,0,0,7005320,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
47,Private,187440,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,2209,8809680,423,243366,0,1880,774015232,1686960,970564320,0,7497600,81,46602,0,360,26811684,0,207120,0,0,1600,,,
38,Private,186934,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,1444,7103492,380,0,0,1710,584581988,1869340,0,0,8412030,100,0,0,450,0,0,0,0,0,2025,,,
41,Local-gov,213154,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,1681,8739314,410,0,0,1640,-1810012540,2131540,0,0,8526160,100,0,0,400,0,0,0,0,0,1600,,,
36,Private,238415,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,1296,8582940,324,0,0,1440,1007137377,2145735,0,0,9536600,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
42,Private,195821,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,1764,8224482,378,0,0,1680,-308841623,1762389,0,0,7832840,81,0,0,360,0,0,0,0,0,1600,,,
33,Private,272411,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,1089,8989563,429,0,0,1320,1193308889,3541343,0,0,10896440,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
42,Private,52781,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,1764,2216802,420,0,0,1680,-1509133335,527810,0,0,2111240,100,0,0,400,0,0,0,0,0,1600,,,
37,Private,198216,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,1369,7333992,444,0,0,1480,634876992,2378592,0,0,7928640,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
49,Private,82649,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,45,United-States,<=50K,2401,4049801,637,245637,0,2205,-1759077391,1074437,414319437,0,3719205,169,65169,0,585,25130169,0,225585,0,0,2025,,,
45,Self-emp-not-inc,111679,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K,2025,5025555,450,0,0,1350,-412702847,1116790,0,0,3350370,100,0,0,300,0,0,0,0,0,900,Divorced,10.82,15.09
38,Self-emp-not-inc,334366,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,15,United-States,<=50K,1444,12705908,380,0,0,570,131472260,3343660,0,0,5015490,100,0,0,150,0,0,0,0,0,225,,,
40,Private,229148,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica,<=50K,1600,9165920,320,0,0,1600,969198352,1833184,0,0,9165920,64,0,0,320,0,0,0,0,0,1600,,,
33,Private,322873,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,1089,10654809,297,0,0,1650,1167759025,2905857,0,0,16143650,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
48,Private,108993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,2304,5231664,432,0,0,2160,-1005427839,980937,0,0,4904685,81,0,0,405,0,0,0,0,0,2025,,,
34,Private,242984,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K,1156,8261456,306,0,0,1632,-1088317888,2186856,0,0,11663232,81,0,0,432,0,0,0,0,0,2304,Never-married,47.35,41.81
48,Private,115585,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,2304,5548080,624,0,0,1920,474990337,1502605,0,0,4623400,169,0,0,520,0,0,0,0,0,1600,,,
48,Private,326048,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Male,0,0,44,United-States,<=50K,2304,15650304,576,0,0,2112,-1066884096,3912576,0,0,14346112,144,0,0,528,0,0,0,0,0,1936,Divorced,10.82,15.09
32,Private,271276,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,1024,8680832,288,0,0,2560,576224144,2441484,0,0,21702080,81,0,0,720,0,0,0,0,0,6400,,,
46,Private,229737,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,India,>50K,2116,10567902,598,0,0,2300,1239481617,2986581,0,0,11486850,169,0,0,650,0,0,0,0,0,2500,,,
30,Private,201624,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,?,<=50K,900,6048720,390,0,0,1350,1997531712,2621112,0,0,9073080,169,0,0,585,0,0,0,0,0,2025,Never-married,47.35,41.81
47,Private,121124,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,>50K,2209,5692828,611,706128,0,2350,1786121488,1574612,1819766976,0,6056200,169,195312,0,650,225720576,0,751200,0,0,2500,,,
42,Private,154374,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,<=50K,1764,6483708,546,0,0,2436,-1938471900,2006862,0,0,8953692,169,0,0,754,0,0,0,0,0,3364,,,
36,Private,184456,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K,1296,6640416,540,1001808,0,1800,-335722432,2766840,838074272,0,9222800,225,417420,0,750,774397584,0,1391400,0,0,2500,Never-married,47.35,41.81
39,Private,185624,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,1521,7239336,390,0,0,1950,96531008,1856240,0,0,9281200,100,0,0,500,0,0,0,0,0,2500,,,
45,Private,480717,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,38,?,<=50K,2025,21632265,585,0,0,1710,-839399895,6249321,0,0,18267246,169,0,0,494,0,0,0,0,0,1444,,,
36,Private,138441,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,1296,4983876,360,0,0,1440,1986041297,1384410,0,0,5537640,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
44,Private,173590,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K,1936,7637960,572,0,0,132,68717028,2256670,0,0,520770,169,0,0,39,0,0,0,0,0,9,,,
39,Private,155961,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K,1521,6082479,351,0,0,1482,-1445970255,1403649,0,0,5926518,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
31,Private,37546,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,961,1163926,403,0,0,1240,1409702116,488098,0,0,1501840,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
48,Self-emp-inc,184787,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,2304,8869776,192,0,0,2400,-213502999,739148,0,0,9239350,16,0,0,200,0,0,0,0,0,2500,,,
32,Private,44677,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,1024,1429664,416,0,0,1280,1996034329,580801,0,0,1787080,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
42,Private,245626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K,1764,10316292,378,0,0,2520,202589732,2210634,0,0,14737560,81,0,0,540,0,0,0,0,0,3600,,,
42,Private,200574,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,1764,8424108,420,0,0,1680,1575223812,2005740,0,0,8022960,100,0,0,400,0,0,0,0,0,1600,,,
36,Private,359678,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United-States,<=50K,1296,12948408,324,0,0,1728,519244804,3237102,0,0,17264544,81,0,0,432,0,0,0,0,0,2304,Never-married,47.35,41.81
44,Private,203897,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,Cuba,<=50K,1936,8971468,572,0,0,1760,-1375686351,2650661,0,0,8155880,169,0,0,520,0,0,0,0,0,1600,,,
33,Local-gov,300681,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,1089,9922473,297,0,0,1320,214750545,2706129,0,0,12027240,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
34,Private,190385,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,1156,6473090,476,0,0,1360,1886709857,2665390,0,0,7615400,196,0,0,560,0,0,0,0,0,1600,Never-married,47.35,41.81
44,Private,162028,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,6,United-States,>50K,1936,7129232,440,0,106260,264,483269008,1620280,0,391297620,972168,100,0,24150,60,0,0,0,5832225,14490,36,,,
46,Federal-gov,207022,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,2116,9523012,598,353648,0,1840,-91564476,2691286,1591585136,0,8280880,169,99944,0,520,59105344,0,307520,0,0,1600,,,
34,Private,351810,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Cuba,<=50K,1156,11961540,442,0,0,1530,-783775484,4573530,0,0,15831450,169,0,0,585,0,0,0,0,0,2025,Never-married,47.35,41.81
32,Local-gov,118457,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K,1024,3790624,416,0,0,1760,1147158961,1539941,0,0,6515135,169,0,0,715,0,0,0,0,0,3025,Never-married,47.35,41.81
35,Private,328301,Assoc-acdm,12,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,1225,11490535,420,0,0,1400,407364201,3939612,0,0,13132040,144,0,0,480,0,0,0,0,0,1600,Married-AF-spouse,67.54,68.33
40,Local-gov,157240,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,<=50K,1600,6289600,520,0,0,2800,-1045386176,2044120,0,0,11006800,169,0,0,910,0,0,0,0,0,4900,Divorced,10.82,15.09
42,Self-emp-not-inc,27242,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,1764,1144164,294,0,0,2520,742126564,190694,0,0,1634520,49,0,0,420,0,0,0,0,0,3600,,,
36,Private,242713,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,?,<=50K,1296,8737668,324,0,0,1440,-1219941775,2184417,0,0,9708520,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Private,105838,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,2304,5080224,624,0,0,2160,-1683219644,1375894,0,0,4762710,169,0,0,585,0,0,0,0,0,2025,,,
42,Local-gov,194417,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1764,8165514,420,0,0,1680,-856735775,1944170,0,0,7776680,100,0,0,400,0,0,0,0,0,1600,,,
33,Self-emp-not-inc,427474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,1089,14106642,297,0,0,1980,-1949573052,3847266,0,0,25648440,81,0,0,540,0,0,0,0,0,3600,,,
48,Private,187715,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K,2304,9010320,432,0,0,2208,877182857,1689435,0,0,8634890,81,0,0,414,0,0,0,0,0,2116,,,
46,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,2116,13019702,598,0,0,2300,-1494435255,3679481,0,0,14151850,169,0,0,650,0,0,0,0,0,2500,,,
36,Private,271767,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,?,<=50K,1296,9783612,468,0,0,1440,842858257,3532971,0,0,10870680,169,0,0,520,0,0,0,0,0,1600,,,
34,Private,182714,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,?,<=50K,1156,6212276,306,0,0,1190,-975332572,1644426,0,0,6394990,81,0,0,315,0,0,0,0,0,1225,,,
